ECG,IMP,Z0
-0.21567402318857276,0.0,0.0
1.293543783207955,0.0,0.0
2.6308187932486424,0.0,0.0
4.719510065949639,0.0,0.0
3.905177739156359,0.0,0.0
3.856939121169515,0.0,0.0
5.954394217151176,0.0,0.0
0.7427081106206521,0.0,0.0
-0.32980484538022026,0.0,0.0
4.571275162844824,0.0,0.0
5.072522329606886,0.0,0.0
-2.029012319602236,0.0,0.0
-7.7304321026444605,0.0,0.0
-0.8935192136119996,0.0,0.0
5.052962993153744,0.0,0.0
2.3251416374237395,0.0,0.0
-0.38240130617522894,0.0,0.0
-0.32657763649079197,0.0,0.0
4.624753666895806,0.0,0.0
1.6498873209836857,0.0,0.0
-2.084652440730136,0.0,0.0
-0.32812239458380765,0.0,0.0
-0.7151351518996505,0.0,0.0
1.0213565590734217,0.0,0.0
-1.0746212757535694,0.0,0.0
-0.7519303440674149,0.0,0.0
2.1376155523338594,0.0,0.0
0.8764590685674596,0.0,0.0
-13.388432542508736,0.0,0.0
7.40495269478123,0.0,0.0
14.733263397748273,0.0,0.0
-5.136439712218543,0.0,0.0
2.2695566129257054,0.0,0.0
2.6218416565268456,0.0,0.0
-1.329258760833075,0.0,0.0
-17.817703319330423,0.0,0.0
-25.473890705701642,0.0,0.0
-10.250092342760922,0.0,0.0
-1.4305660162581404,0.0,0.0
-0.37463901798518684,0.0,0.0
3.4614186639005435,0.0,0.0
-4.249120145041859,0.0,0.0
-17.996589839882994,0.0,0.0
-11.520009973444717,0.0,0.0
15.806401258579292,0.0,0.0
20.662244085333185,0.0,0.0
5.194927129892014,0.0,0.0
-2.359359735097587,0.0,0.0
-2.6068291578856897,0.0,0.0
10.860903515011833,0.0,0.0
30.714839073865193,0.0,0.0
29.02192920144854,0.0,0.0
24.84008818971313,0.0,0.0
36.154102525295464,0.0,0.0
22.656848228364176,0.0,0.0
0.646817397636763,0.0,0.0
-5.645085856467766,0.0,0.0
-15.47501003543815,0.0,0.0
-35.58569023352055,0.0,0.0
-51.812603957222,0.0,0.0
-38.84803925754529,0.0,0.0
-19.595764774352844,0.0,0.0
-9.629759978325897,0.0,0.0
-1.1729680012710695,0.0,0.0
-0.3285634769557291,0.0,0.0
4.3518426856663766,0.0,0.0
5.247017738952607,0.0,0.0
10.454702881472553,0.0,0.0
9.154085378168471,0.0,0.0
-5.507095608704016,0.0,0.0
-0.5556190260162888,0.0,0.0
7.5445187214245575,0.0,0.0
3.855051723973462,0.0,0.0
2.88608386046232,0.0,0.0
8.008111049925837,0.0,0.0
8.552605354086243,0.0,0.0
-0.5047422184659354,0.0,0.0
2.2074020187663805,0.0,0.0
3.2693695095264514,0.0,0.0
0.09339727647605223,0.0,0.0
