ECG,IMP,Z0
-14.34299,0.00000,0.00000
-3.66204,0.00000,0.00000
-6.10340,0.00000,0.00000
-11.90163,0.00000,0.00000
-13.73265,0.00000,0.00000
-19.22571,0.00000,0.00000
-5.18789,0.00000,0.00000
-18.61537,0.00000,0.00000
-23.19292,0.00000,0.00000
-7.01891,0.00000,0.00000
-28.38081,0.00000,0.00000
-15.86884,0.00000,0.00000
-13.12231,0.00000,0.00000
-24.41360,0.00000,0.00000
-23.80326,0.00000,0.00000
-17.08952,0.00000,0.00000
-7.32408,0.00000,0.00000
-25.93945,0.00000,0.00000
-42.72380,0.00000,0.00000
3.96721,0.00000,0.00000
-8.54476,0.00000,0.00000
-24.10843,0.00000,0.00000
-19.53088,0.00000,0.00000
-3.96721,0.00000,0.00000
-11.29129,0.00000,0.00000
-26.85496,0.00000,0.00000
-39.97727,0.00000,0.00000
-39.06176,0.00000,0.00000
-21.97224,0.00000,0.00000
-18.00503,0.00000,0.00000
-14.64816,0.00000,0.00000
-19.22571,0.00000,0.00000
-26.54979,0.00000,0.00000
-6.40857,0.00000,0.00000
32.04285,0.00000,0.00000
55.84611,0.00000,0.00000
70.79944,0.00000,0.00000
93.07685,0.00000,0.00000
92.46651,0.00000,0.00000
111.08188,0.00000,0.00000
131.52827,0.00000,0.00000
144.34541,0.00000,0.00000
205.07424,0.00000,0.00000
210.56730,0.00000,0.00000
196.52948,0.00000,0.00000
196.83465,0.00000,0.00000
155.94187,0.00000,0.00000
108.64052,0.00000,0.00000
65.61155,0.00000,0.00000
3.66204,0.00000,0.00000
-10.07061,0.00000,0.00000
-16.78435,0.00000,0.00000
-18.00503,0.00000,0.00000
-19.83605,0.00000,0.00000
-15.86884,0.00000,0.00000
-24.41360,0.00000,0.00000
-15.86884,0.00000,0.00000
-13.12231,0.00000,0.00000
-15.25850,0.00000,0.00000
-23.49809,0.00000,0.00000
-19.22571,0.00000,0.00000
-16.47918,0.00000,0.00000
-15.86884,0.00000,0.00000
-16.17401,0.00000,0.00000
4.57755,0.00000,0.00000
-14.64816,0.00000,0.00000
-18.00503,0.00000,0.00000
-16.78435,0.00000,0.00000
1.83102,0.00000,0.00000
5.79823,0.00000,0.00000
-13.12231,0.00000,0.00000
-5.49306,0.00000,0.00000
-8.84993,0.00000,0.00000
-13.73265,0.00000,0.00000
1.52585,0.00000,0.00000
-15.56367,0.00000,0.00000
0.30517,0.00000,0.00000
-10.68095,0.00000,0.00000
1.22068,0.00000,0.00000
-21.05673,0.00000,0.00000
-10.37578,0.00000,0.00000
3.96721,0.00000,0.00000
-9.15510,0.00000,0.00000
-12.20680,0.00000,0.00000
-12.51197,0.00000,0.00000
-3.35687,0.00000,0.00000
-5.79823,0.00000,0.00000
-14.95333,0.00000,0.00000
-10.98612,0.00000,0.00000
-6.71374,0.00000,0.00000
-15.86884,0.00000,0.00000
-14.64816,0.00000,0.00000
-5.79823,0.00000,0.00000
-10.68095,0.00000,0.00000
-21.66707,0.00000,0.00000
-12.51197,0.00000,0.00000
-1.52585,0.00000,0.00000
-0.61034,0.00000,0.00000
-1.52585,0.00000,0.00000
16.47918,0.00000,0.00000
12.20680,0.00000,0.00000
17.08952,0.00000,0.00000
26.85496,0.00000,0.00000
23.80326,0.00000,0.00000
33.87387,0.00000,0.00000
32.95836,0.00000,0.00000
16.47918,0.00000,0.00000
23.19292,0.00000,0.00000
20.75156,0.00000,0.00000
16.47918,0.00000,0.00000
4.27238,0.00000,0.00000
4.27238,0.00000,0.00000
3.66204,0.00000,0.00000
-3.35687,0.00000,0.00000
-0.30517,0.00000,0.00000
-15.56367,0.00000,0.00000
-7.01891,0.00000,0.00000
-9.15510,0.00000,0.00000
-17.39469,0.00000,0.00000
-11.90163,0.00000,0.00000
-10.98612,0.00000,0.00000
-24.41360,0.00000,0.00000
-28.99115,0.00000,0.00000
-24.71877,0.00000,0.00000
-16.47918,0.00000,0.00000
-18.61537,0.00000,0.00000
-29.60149,0.00000,0.00000
-27.46530,0.00000,0.00000
-18.00503,0.00000,0.00000
-14.03782,0.00000,0.00000
-14.64816,0.00000,0.00000
-15.25850,0.00000,0.00000
-16.47918,0.00000,0.00000
-18.61537,0.00000,0.00000
-12.51197,0.00000,0.00000
-18.92054,0.00000,0.00000
-21.05673,0.00000,0.00000
-25.32911,0.00000,0.00000
-20.44639,0.00000,0.00000
-30.51700,0.00000,0.00000
-28.68598,0.00000,0.00000
-40.89278,0.00000,0.00000
-37.53591,0.00000,0.00000
-34.78938,0.00000,0.00000
-33.56870,0.00000,0.00000
-46.69101,0.00000,0.00000
-46.99618,0.00000,0.00000
-40.89278,0.00000,0.00000
-39.97727,0.00000,0.00000
-36.01006,0.00000,0.00000
-35.70489,0.00000,0.00000
-33.87387,0.00000,0.00000
-34.78938,0.00000,0.00000
-34.17904,0.00000,0.00000
-52.18407,0.00000,0.00000
-46.69101,0.00000,0.00000
-47.30135,0.00000,0.00000
-47.91169,0.00000,0.00000
-39.06176,0.00000,0.00000
-53.70992,0.00000,0.00000
-44.24965,0.00000,0.00000
-49.43754,0.00000,0.00000
-54.62543,0.00000,0.00000
-47.60652,0.00000,0.00000
-38.75659,0.00000,0.00000
-57.37196,0.00000,0.00000
-55.54094,0.00000,0.00000
-54.93060,0.00000,0.00000
-49.43754,0.00000,0.00000
-47.91169,0.00000,0.00000
-50.65822,0.00000,0.00000
-55.23577,0.00000,0.00000
-41.50312,0.00000,0.00000
-33.56870,0.00000,0.00000
-47.91169,0.00000,0.00000
-40.58761,0.00000,0.00000
-28.38081,0.00000,0.00000
-32.65319,0.00000,0.00000
-45.16516,0.00000,0.00000
-51.87890,0.00000,0.00000
-49.13237,0.00000,0.00000
-46.99618,0.00000,0.00000
-40.58761,0.00000,0.00000
-34.78938,0.00000,0.00000
-39.67210,0.00000,0.00000
-46.99618,0.00000,0.00000
-41.80829,0.00000,0.00000
-8.23959,0.00000,0.00000
12.51197,0.00000,0.00000
19.22571,0.00000,0.00000
21.97224,0.00000,0.00000
42.72380,0.00000,0.00000
75.07182,0.00000,0.00000
117.49045,0.00000,0.00000
154.72119,0.00000,0.00000
205.07424,0.00000,0.00000
249.32389,0.00000,0.00000
255.42729,0.00000,0.00000
253.59627,0.00000,0.00000
239.55845,0.00000,0.00000
180.66064,0.00000,0.00000
97.04406,0.00000,0.00000
27.46530,0.00000,0.00000
-0.30517,0.00000,0.00000
-19.53088,0.00000,0.00000
-28.99115,0.00000,0.00000
-34.17904,0.00000,0.00000
-33.56870,0.00000,0.00000
-31.73768,0.00000,0.00000
-39.97727,0.00000,0.00000
-39.67210,0.00000,0.00000
-39.06176,0.00000,0.00000
-33.87387,0.00000,0.00000
-31.43251,0.00000,0.00000
-37.23074,0.00000,0.00000
-28.07564,0.00000,0.00000
-21.05673,0.00000,0.00000
-20.44639,0.00000,0.00000
-20.44639,0.00000,0.00000
-16.47918,0.00000,0.00000
-13.42748,0.00000,0.00000
-10.98612,0.00000,0.00000
-13.73265,0.00000,0.00000
-13.12231,0.00000,0.00000
-6.71374,0.00000,0.00000
-6.71374,0.00000,0.00000
-7.62925,0.00000,0.00000
-7.62925,0.00000,0.00000
-7.01891,0.00000,0.00000
-3.05170,0.00000,0.00000
-8.84993,0.00000,0.00000
-8.23959,0.00000,0.00000
-7.01891,0.00000,0.00000
-7.93442,0.00000,0.00000
-10.07061,0.00000,0.00000
-13.42748,0.00000,0.00000
-7.62925,0.00000,0.00000
-8.23959,0.00000,0.00000
-13.42748,0.00000,0.00000
-13.73265,0.00000,0.00000
-12.20680,0.00000,0.00000
-10.98612,0.00000,0.00000
-18.61537,0.00000,0.00000
-14.03782,0.00000,0.00000
-16.17401,0.00000,0.00000
-11.90163,0.00000,0.00000
-16.47918,0.00000,0.00000
-18.61537,0.00000,0.00000
-13.42748,0.00000,0.00000
-12.51197,0.00000,0.00000
-15.56367,0.00000,0.00000
-9.46027,0.00000,0.00000
-4.27238,0.00000,0.00000
2.44136,0.00000,0.00000
3.96721,0.00000,0.00000
9.76544,0.00000,0.00000
12.51197,0.00000,0.00000
23.49809,0.00000,0.00000
23.19292,0.00000,0.00000
25.63428,0.00000,0.00000
26.85496,0.00000,0.00000
28.99115,0.00000,0.00000
26.54979,0.00000,0.00000
27.77047,0.00000,0.00000
25.93945,0.00000,0.00000
25.93945,0.00000,0.00000
24.71877,0.00000,0.00000
23.49809,0.00000,0.00000
25.32911,0.00000,0.00000
25.02394,0.00000,0.00000
21.05673,0.00000,0.00000
20.75156,0.00000,0.00000
22.88775,0.00000,0.00000
21.97224,0.00000,0.00000
22.88775,0.00000,0.00000
27.46530,0.00000,0.00000
29.90666,0.00000,0.00000
32.04285,0.00000,0.00000
28.99115,0.00000,0.00000
32.04285,0.00000,0.00000
40.28244,0.00000,0.00000
38.45142,0.00000,0.00000
35.70489,0.00000,0.00000
30.82217,0.00000,0.00000
28.38081,0.00000,0.00000
22.27741,0.00000,0.00000
19.83605,0.00000,0.00000
10.68095,0.00000,0.00000
9.76544,0.00000,0.00000
9.46027,0.00000,0.00000
6.71374,0.00000,0.00000
5.18789,0.00000,0.00000
4.27238,0.00000,0.00000
4.57755,0.00000,0.00000
2.13619,0.00000,0.00000
2.44136,0.00000,0.00000
7.93442,0.00000,0.00000
12.51197,0.00000,0.00000
11.59646,0.00000,0.00000
12.51197,0.00000,0.00000
18.61537,0.00000,0.00000
15.56367,0.00000,0.00000
5.49306,0.00000,0.00000
9.76544,0.00000,0.00000
6.71374,0.00000,0.00000
8.54476,0.00000,0.00000
7.62925,0.00000,0.00000
8.23959,0.00000,0.00000
7.93442,0.00000,0.00000
7.01891,0.00000,0.00000
5.79823,0.00000,0.00000
10.37578,0.00000,0.00000
16.47918,0.00000,0.00000
12.51197,0.00000,0.00000
8.54476,0.00000,0.00000
6.71374,0.00000,0.00000
6.40857,0.00000,0.00000
10.68095,0.00000,0.00000
10.98612,0.00000,0.00000
-9.76544,0.00000,0.00000
32.04285,0.00000,0.00000
18.00503,0.00000,0.00000
15.86884,0.00000,0.00000
17.08952,0.00000,0.00000
23.80326,0.00000,0.00000
11.90163,0.00000,0.00000
-4.27238,0.00000,0.00000
-8.84993,0.00000,0.00000
-7.32408,0.00000,0.00000
-6.40857,0.00000,0.00000
-0.30517,0.00000,0.00000
1.83102,0.00000,0.00000
-10.98612,0.00000,0.00000
-18.00503,0.00000,0.00000
-1.83102,0.00000,0.00000
36.92557,0.00000,0.00000
62.25468,0.00000,0.00000
61.03400,0.00000,0.00000
61.03400,0.00000,0.00000
65.00121,0.00000,0.00000
96.43372,0.00000,0.00000
133.35929,0.00000,0.00000
166.92799,0.00000,0.00000
212.39832,0.00000,0.00000
246.27219,0.00000,0.00000
242.30498,0.00000,0.00000
242.30498,0.00000,0.00000
234.67573,0.00000,0.00000
196.83465,0.00000,0.00000
134.88514,0.00000,0.00000
68.96842,0.00000,0.00000
41.80829,0.00000,0.00000
18.92054,0.00000,0.00000
7.32408,0.00000,0.00000
4.27238,0.00000,0.00000
5.18789,0.00000,0.00000
9.76544,0.00000,0.00000
8.54476,0.00000,0.00000
-0.61034,0.00000,0.00000
-2.44136,0.00000,0.00000
1.22068,0.00000,0.00000
-3.35687,0.00000,0.00000
-5.49306,0.00000,0.00000
-4.27238,0.00000,0.00000
-2.44136,0.00000,0.00000
-0.30517,0.00000,0.00000
3.35687,0.00000,0.00000
4.27238,0.00000,0.00000
5.18789,0.00000,0.00000
5.79823,0.00000,0.00000
-0.30517,0.00000,0.00000
4.57755,0.00000,0.00000
8.54476,0.00000,0.00000
7.01891,0.00000,0.00000
7.62925,0.00000,0.00000
6.40857,0.00000,0.00000
10.37578,0.00000,0.00000
14.64816,0.00000,0.00000
10.68095,0.00000,0.00000
14.03782,0.00000,0.00000
17.08952,0.00000,0.00000
16.78435,0.00000,0.00000
15.56367,0.00000,0.00000
16.47918,0.00000,0.00000
16.47918,0.00000,0.00000
13.12231,0.00000,0.00000
7.01891,0.00000,0.00000
7.32408,0.00000,0.00000
10.98612,0.00000,0.00000
6.71374,0.00000,0.00000
1.52585,0.00000,0.00000
0.91551,0.00000,0.00000
4.88272,0.00000,0.00000
3.35687,0.00000,0.00000
1.22068,0.00000,0.00000
1.52585,0.00000,0.00000
5.79823,0.00000,0.00000
5.18789,0.00000,0.00000
6.40857,0.00000,0.00000
12.81714,0.00000,0.00000
14.95333,0.00000,0.00000
17.39469,0.00000,0.00000
18.31020,0.00000,0.00000
22.27741,0.00000,0.00000
28.07564,0.00000,0.00000
33.26353,0.00000,0.00000
34.17904,0.00000,0.00000
36.31523,0.00000,0.00000
38.45142,0.00000,0.00000
37.23074,0.00000,0.00000
35.39972,0.00000,0.00000
33.87387,0.00000,0.00000
35.39972,0.00000,0.00000
27.46530,0.00000,0.00000
22.58258,0.00000,0.00000
26.24462,0.00000,0.00000
29.29632,0.00000,0.00000
30.21183,0.00000,0.00000
27.16013,0.00000,0.00000
26.85496,0.00000,0.00000
29.29632,0.00000,0.00000
25.63428,0.00000,0.00000
24.10843,0.00000,0.00000
21.97224,0.00000,0.00000
26.24462,0.00000,0.00000
27.16013,0.00000,0.00000
26.85496,0.00000,0.00000
29.29632,0.00000,0.00000
32.04285,0.00000,0.00000
33.26353,0.00000,0.00000
32.65319,0.00000,0.00000
37.23074,0.00000,0.00000
32.95836,0.00000,0.00000
32.65319,0.00000,0.00000
27.77047,0.00000,0.00000
24.10843,0.00000,0.00000
21.36190,0.00000,0.00000
18.92054,0.00000,0.00000
18.92054,0.00000,0.00000
14.34299,0.00000,0.00000
10.07061,0.00000,0.00000
9.46027,0.00000,0.00000
7.93442,0.00000,0.00000
7.32408,0.00000,0.00000
10.37578,0.00000,0.00000
10.37578,0.00000,0.00000
10.68095,0.00000,0.00000
16.78435,0.00000,0.00000
23.80326,0.00000,0.00000
22.88775,0.00000,0.00000
22.27741,0.00000,0.00000
19.53088,0.00000,0.00000
15.86884,0.00000,0.00000
9.76544,0.00000,0.00000
10.37578,0.00000,0.00000
8.23959,0.00000,0.00000
8.84993,0.00000,0.00000
7.93442,0.00000,0.00000
6.40857,0.00000,0.00000
7.01891,0.00000,0.00000
5.79823,0.00000,0.00000
6.10340,0.00000,0.00000
8.54476,0.00000,0.00000
9.76544,0.00000,0.00000
10.68095,0.00000,0.00000
9.76544,0.00000,0.00000
7.62925,0.00000,0.00000
-7.01891,0.00000,0.00000
20.14122,0.00000,0.00000
14.95333,0.00000,0.00000
14.64816,0.00000,0.00000
15.86884,0.00000,0.00000
14.64816,0.00000,0.00000
2.44136,0.00000,0.00000
-3.35687,0.00000,0.00000
-1.52585,0.00000,0.00000
-0.30517,0.00000,0.00000
-0.30517,0.00000,0.00000
-4.27238,0.00000,0.00000
0.61034,0.00000,0.00000
-6.71374,0.00000,0.00000
-18.92054,0.00000,0.00000
1.22068,0.00000,0.00000
39.67210,0.00000,0.00000
57.67713,0.00000,0.00000
63.78053,0.00000,0.00000
78.12352,0.00000,0.00000
74.76665,0.00000,0.00000
81.48039,0.00000,0.00000
99.79059,0.00000,0.00000
105.28365,0.00000,0.00000
146.17643,0.00000,0.00000
181.88132,0.00000,0.00000
181.27098,0.00000,0.00000
176.08309,0.00000,0.00000
161.74010,0.00000,0.00000
127.56106,0.00000,0.00000
72.32529,0.00000,0.00000
45.77550,0.00000,0.00000
28.07564,0.00000,0.00000
8.23959,0.00000,0.00000
-6.71374,0.00000,0.00000
-10.37578,0.00000,0.00000
-9.46027,0.00000,0.00000
-6.71374,0.00000,0.00000
-5.79823,0.00000,0.00000
-9.15510,0.00000,0.00000
-15.25850,0.00000,0.00000
-9.15510,0.00000,0.00000
-9.76544,0.00000,0.00000
-11.90163,0.00000,0.00000
-11.29129,0.00000,0.00000
-11.29129,0.00000,0.00000
-6.71374,0.00000,0.00000
-12.51197,0.00000,0.00000
-9.15510,0.00000,0.00000
-4.88272,0.00000,0.00000
-9.15510,0.00000,0.00000
-6.71374,0.00000,0.00000
-4.88272,0.00000,0.00000
-3.96721,0.00000,0.00000
-3.05170,0.00000,0.00000
-0.30517,0.00000,0.00000
-5.79823,0.00000,0.00000
-3.96721,0.00000,0.00000
-9.15510,0.00000,0.00000
-9.76544,0.00000,0.00000
-7.01891,0.00000,0.00000
-5.18789,0.00000,0.00000
-4.57755,0.00000,0.00000
-7.01891,0.00000,0.00000
-10.98612,0.00000,0.00000
-12.81714,0.00000,0.00000
-7.01891,0.00000,0.00000
-3.35687,0.00000,0.00000
-13.12231,0.00000,0.00000
-14.64816,0.00000,0.00000
-14.64816,0.00000,0.00000
-18.92054,0.00000,0.00000
-10.37578,0.00000,0.00000
-7.01891,0.00000,0.00000
-20.14122,0.00000,0.00000
-18.31020,0.00000,0.00000
-20.75156,0.00000,0.00000
-11.59646,0.00000,0.00000
-7.93442,0.00000,0.00000
-3.96721,0.00000,0.00000
-7.93442,0.00000,0.00000
0.00000,0.00000,0.00000
13.12231,0.00000,0.00000
12.20680,0.00000,0.00000
18.00503,0.00000,0.00000
28.68598,0.00000,0.00000
29.60149,0.00000,0.00000
21.97224,0.00000,0.00000
28.07564,0.00000,0.00000
26.85496,0.00000,0.00000
27.46530,0.00000,0.00000
16.47918,0.00000,0.00000
16.17401,0.00000,0.00000
14.03782,0.00000,0.00000
11.29129,0.00000,0.00000
1.22068,0.00000,0.00000
8.54476,0.00000,0.00000
16.47918,0.00000,0.00000
0.00000,0.00000,0.00000
-2.74653,0.00000,0.00000
2.44136,0.00000,0.00000
-5.79823,0.00000,0.00000
-12.20680,0.00000,0.00000
-5.49306,0.00000,0.00000
-8.54476,0.00000,0.00000
-3.96721,0.00000,0.00000
-9.46027,0.00000,0.00000
-6.40857,0.00000,0.00000
-9.46027,0.00000,0.00000
-4.88272,0.00000,0.00000
3.96721,0.00000,0.00000
5.49306,0.00000,0.00000
-1.22068,0.00000,0.00000
-0.61034,0.00000,0.00000
0.00000,0.00000,0.00000
12.81714,0.00000,0.00000
-0.30517,0.00000,0.00000
3.66204,0.00000,0.00000
7.93442,0.00000,0.00000
-3.66204,0.00000,0.00000
-3.66204,0.00000,0.00000
-6.71374,0.00000,0.00000
2.13619,0.00000,0.00000
-8.23959,0.00000,0.00000
-9.46027,0.00000,0.00000
-7.32408,0.00000,0.00000
-13.42748,0.00000,0.00000
-7.62925,0.00000,0.00000
-18.31020,0.00000,0.00000
-17.39469,0.00000,0.00000
-11.90163,0.00000,0.00000
-8.23959,0.00000,0.00000
-14.64816,0.00000,0.00000
-22.58258,0.00000,0.00000
-13.12231,0.00000,0.00000
-19.53088,0.00000,0.00000
1.22068,0.00000,0.00000
-28.07564,0.00000,0.00000
-32.65319,0.00000,0.00000
-31.73768,0.00000,0.00000
-24.41360,0.00000,0.00000
-15.25850,0.00000,0.00000
-18.92054,0.00000,0.00000
-20.75156,0.00000,0.00000
-27.16013,0.00000,0.00000
-23.80326,0.00000,0.00000
-12.81714,0.00000,0.00000
-17.08952,0.00000,0.00000
-19.22571,0.00000,0.00000
-29.29632,0.00000,0.00000
-28.38081,0.00000,0.00000
-25.02394,0.00000,0.00000
-22.88775,0.00000,0.00000
-13.42748,0.00000,0.00000
-36.62040,0.00000,0.00000
-4.57755,0.00000,0.00000
-15.86884,0.00000,0.00000
-4.88272,0.00000,0.00000
-14.95333,0.00000,0.00000
5.49306,0.00000,0.00000
-13.42748,0.00000,0.00000
-31.12734,0.00000,0.00000
-35.70489,0.00000,0.00000
-31.73768,0.00000,0.00000
-32.34802,0.00000,0.00000
-18.92054,0.00000,0.00000
-13.42748,0.00000,0.00000
-22.27741,0.00000,0.00000
-29.60149,0.00000,0.00000
-18.92054,0.00000,0.00000
15.86884,0.00000,0.00000
34.17904,0.00000,0.00000
38.75659,0.00000,0.00000
30.21183,0.00000,0.00000
54.32026,0.00000,0.00000
97.95957,0.00000,0.00000
134.27480,0.00000,0.00000
166.92799,0.00000,0.00000
226.74131,0.00000,0.00000
262.14103,0.00000,0.00000
256.03763,0.00000,0.00000
271.29613,0.00000,0.00000
221.85859,0.00000,0.00000
159.29874,0.00000,0.00000
77.51318,0.00000,0.00000
28.68598,0.00000,0.00000
-6.71374,0.00000,0.00000
-18.61537,0.00000,0.00000
-18.61537,0.00000,0.00000
-22.88775,0.00000,0.00000
-35.09455,0.00000,0.00000
-33.26353,0.00000,0.00000
-34.17904,0.00000,0.00000
-28.07564,0.00000,0.00000
-24.10843,0.00000,0.00000
-28.38081,0.00000,0.00000
-30.82217,0.00000,0.00000
-25.93945,0.00000,0.00000
-29.90666,0.00000,0.00000
-22.58258,0.00000,0.00000
-24.10843,0.00000,0.00000
-22.88775,0.00000,0.00000
-22.88775,0.00000,0.00000
-28.38081,0.00000,0.00000
-27.77047,0.00000,0.00000
-29.90666,0.00000,0.00000
-25.63428,0.00000,0.00000
-32.34802,0.00000,0.00000
-27.77047,0.00000,0.00000
-22.88775,0.00000,0.00000
-23.49809,0.00000,0.00000
-24.41360,0.00000,0.00000
-22.88775,0.00000,0.00000
-22.58258,0.00000,0.00000
-28.99115,0.00000,0.00000
-32.04285,0.00000,0.00000
-27.77047,0.00000,0.00000
-24.41360,0.00000,0.00000
-25.02394,0.00000,0.00000
-27.46530,0.00000,0.00000
-27.77047,0.00000,0.00000
-26.54979,0.00000,0.00000
-25.93945,0.00000,0.00000
-31.12734,0.00000,0.00000
-35.39972,0.00000,0.00000
-31.43251,0.00000,0.00000
-38.45142,0.00000,0.00000
-36.62040,0.00000,0.00000
-39.67210,0.00000,0.00000
-34.78938,0.00000,0.00000
-32.95836,0.00000,0.00000
-39.06176,0.00000,0.00000
-36.92557,0.00000,0.00000
-26.85496,0.00000,0.00000
-21.66707,0.00000,0.00000
-24.10843,0.00000,0.00000
-17.69986,0.00000,0.00000
-11.90163,0.00000,0.00000
-11.59646,0.00000,0.00000
-2.13619,0.00000,0.00000
-3.05170,0.00000,0.00000
3.66204,0.00000,0.00000
1.83102,0.00000,0.00000
2.44136,0.00000,0.00000
1.22068,0.00000,0.00000
5.79823,0.00000,0.00000
3.66204,0.00000,0.00000
-4.57755,0.00000,0.00000
-5.79823,0.00000,0.00000
-1.83102,0.00000,0.00000
-0.30517,0.00000,0.00000
-4.57755,0.00000,0.00000
1.83102,0.00000,0.00000
-3.66204,0.00000,0.00000
-4.88272,0.00000,0.00000
-0.91551,0.00000,0.00000
6.10340,0.00000,0.00000
0.00000,0.00000,0.00000
-6.10340,0.00000,0.00000
-1.22068,0.00000,0.00000
-2.74653,0.00000,0.00000
0.00000,0.00000,0.00000
3.66204,0.00000,0.00000
8.23959,0.00000,0.00000
3.96721,0.00000,0.00000
5.18789,0.00000,0.00000
5.49306,0.00000,0.00000
9.46027,0.00000,0.00000
12.51197,0.00000,0.00000
10.37578,0.00000,0.00000
3.66204,0.00000,0.00000
-6.71374,0.00000,0.00000
-7.32408,0.00000,0.00000
-1.83102,0.00000,0.00000
-7.93442,0.00000,0.00000
